strain stress
0.1868 72.0402
0.1874 72.2719
0.1881 72.2726
0.1887 72.5043
0.1894 72.736
0.19 72.7367
0.1905 72.9684
0.1913 73.2001
0.1919 73.2008
0.1925 73.4325
0.1932 73.6642
0.1938 73.6649
0.1944 73.8965
0.1951 73.8973
0.1957 74.129
0.1964 74.3607
0.197 74.3614
0.1976 74.5931
0.1983 74.5937
0.1989 74.8255
0.1995 74.8262
0.2002 75.0579
0.2008 75.2896
0.2014 75.2903
0.2021 75.522
0.2027 75.5227
0.2033 75.7544
0.204 75.7551
0.2046 75.9868
0.2052 75.9876
0.2059 76.2193
0.2065 76.22
0.2071 76.4517
0.2078 76.4524
0.2084 76.6841
0.209 76.6848
0.2097 76.9165
0.2103 77.1482
0.211 77.1489
0.2116 77.3806
0.2122 77.3813
0.2129 77.613
0.2135 77.6137
0.2141 77.8454
0.2147 77.846
0.2154 78.0778
0.216 78.0786
0.2167 78.3102
0.2173 78.311
0.2179 78.5427
0.2186 78.5434
0.2192 78.7751
0.2198 78.7758
0.2205 79.0075
0.2211 79.0082
0.2217 79.2399
0.2224 79.2406
0.223 79.2413
0.2236 79.4729
0.2243 79.4738
0.2248 79.7054
0.2255 79.7062
0.2262 79.9379
0.2268 79.9386
0.2275 80.1703
0.2281 80.171
0.2287 80.4027
0.2293 80.4034
0.23 80.4041
0.2306 80.6358
0.2312 80.6364
0.2319 80.8681
0.2325 80.869
0.2332 81.1006
0.2338 81.1014
0.2344 81.1021
0.2351 81.3338
0.2357 81.3345
0.2363 81.5662
0.2368 81.5669
0.2376 81.5676
0.2382 81.7993
0.2388 81.8001
0.2395 81.8008
0.2401 82.0325
0.2407 82.0332
0.2414 82.0339
0.242 82.2656
0.2426 82.2663
0.2433 82.2671
0.2439 82.4987
0.2445 82.4995
0.2452 82.5002
0.2458 82.7319
0.2464 82.7326
0.2464 82.9636
0.2471 82.9643
0.2477 82.9649
0.2483 82.9657
0.249 83.1974
0.2496 83.1982
0.2502 83.1989
0.2509 83.1996
0.2515 83.2003
0.2521 83.432
0.2528 83.4327
0.2534 83.4335
0.254 83.6652
0.2546 83.6659
0.2547 83.8968
0.2553 83.8976
0.2559 83.8982
0.2565 83.899
0.2572 83.8997
0.2578 84.1314
0.2584 84.1322
0.2591 84.1329
0.2597 84.1336
0.2603 84.3653
0.261 84.366
0.2616 84.3667
0.2622 84.3675
0.2629 84.5992
0.2635 84.5998
0.2641 84.6006
0.2647 84.6013
0.2654 84.833
0.266 84.8336
0.2666 84.8345
0.2673 84.8352
0.2679 84.8359
0.2685 85.0676
0.2692 85.0683
0.2698 85.0691
0.2704 85.0698
0.2711 85.0705
0.2717 85.3022
0.2723 85.3029
0.273 85.3035
0.2736 85.3044
0.2742 85.3051
0.2748 85.5368
0.2755 85.5375
0.2761 85.5382
0.2767 85.539
0.2774 85.5396
0.278 85.5404
0.2786 85.7721
0.2793 85.7728
0.2799 85.7734
0.2805 85.7743
0.2811 85.775
0.2818 85.7757
0.2824 85.7764
0.283 85.7772
0.2837 85.7779
0.2843 86.0096
0.2849 86.0103
0.2856 86.011
0.2862 86.0118
0.2868 86.0125
0.2873 86.0132
0.2881 86.0139
0.2887 86.0147
0.2893 86.0154
0.2899 86.0161
0.2906 86.0168
0.2912 86.2485
0.2918 86.2492
0.2925 86.25
0.2931 86.2507
0.2937 86.2514
0.2944 86.2521
0.295 86.2529
0.2955 86.2536
0.2962 86.2543
0.2969 86.255
0.2974 86.2558
0.2981 86.2565
0.2988 86.2572
0.2993 86.2579
0.3 86.2587
0.3006 86.2594
0.3013 86.2601
0.3019 86.2608
0.3025 86.2616
0.3031 86.2623
0.3038 86.263
0.3044 86.2637
0.305 86.2645
0.3057 86.2652
0.3063 86.2659
0.3069 86.2666
0.3075 86.2674
0.3082 86.2681
0.3088 86.2688
0.3094 86.2695
0.3101 86.2703
0.3107 86.271
0.3113 86.2717
0.3119 86.2724
0.3126 86.2732
0.3132 86.2739
0.3138 86.2746
0.3145 86.2753
0.3151 86.0451
0.3157 86.0458
0.3163 86.0466
0.317 86.0473
0.3176 86.048
0.3182 86.0487
0.3188 86.0495
0.3195 86.0502
0.3201 86.0509
0.3207 86.0516
0.3213 86.0524
0.322 86.0531
0.3226 86.0538
0.3232 86.0545
0.3239 86.0553
0.3245 86.056
0.3251 85.8258
0.3256 85.8265
0.3264 85.8272
0.327 85.8279
0.3276 85.8287
0.3282 85.8294
0.3289 85.83
0.3295 85.8308
0.3301 85.8316
0.3308 85.8323
0.3314 85.833
0.332 85.6028
0.3326 85.6035
0.3333 85.6042
0.3338 85.6049
0.3345 85.6057
0.3351 85.6064
0.3357 85.6071
0.3364 85.6078
0.337 85.6086
0.3376 85.3783
0.3383 85.3791
0.3389 85.3798
0.3395 85.3805
0.3401 85.3812
0.3408 85.382
0.3414 85.3827
0.342 85.3834
0.3426 85.1532
0.3433 85.1539
0.3439 85.1546
0.3445 85.1553
0.3452 85.1561
0.3458 85.1568
0.3464 84.9266
0.347 84.9273
0.3477 84.928
0.3483 84.9287
0.3489 84.9295
0.3495 84.6992
0.3502 84.6999
0.3508 84.7006
0.3514 84.7014
0.3519 84.7021
0.3527 84.4719
0.3533 84.4726
0.3538 84.4733
0.3545 84.4741
0.3552 84.2438
0.3558 84.2446
0.3564 84.2453
0.357 84.246
0.3577 84.2467
0.3583 84.0165
0.3589 84.0172
0.3595 84.0179
0.3602 84.0187
0.3608 83.7884
0.3614 83.7892
0.362 83.7899
0.3627 83.7906
0.3633 83.5604
0.3639 83.5611
0.3645 83.5617
0.3652 83.5625
0.3658 83.3323
0.3664 83.333
0.367 83.3338
0.3676 83.1035
0.3683 83.1042
0.3689 83.105
0.3695 83.1057
0.37 82.8755
0.3708 82.8761
0.3714 82.8769
0.3719 82.6467
0.3726 82.6474
0.3733 82.4172
0.3739 82.4179
0.3739 82.1869
0.3745 82.1876
0.3745 82.1876
